time_stamp,d_id,light
2020-08-26 14:54:06,13170997,260
2020-08-26 14:55:36,13170997,270
2020-08-26 14:55:58,13170997,1024
2020-08-26 14:56:12,13170997,1024
2020-08-26 14:56:30,13170997,241
2020-08-26 14:56:50,13170997,240
2020-08-26 14:57:02,13170997,218
